5,🚀 Top 5 of 2022 - Consumer Startups,(3%),https://consumerstartups.substack.com/p/superhuman-of-x
5,🚀 Top 5 of 2022 - Consumer Startups,(3%),https://consumerstartups.substack.com/p/-drops
5,🚀 Top 5 of 2022 - Consumer Startups,(3%),https://consumerstartups.substack.com/p/opportunities-in-generative-ai
5,🚀 Top 5 of 2022 - Consumer Startups,(3%),https://consumerstartups.substack.com/p/curated
5,🚀 Top 5 of 2022 - Consumer Startups,(2%),https://consumerstartups.substack.com/p/-figma
6,🐇 Hopper,(4%),of openers clicked a link
6,🐇 Hopper,(0.7%),https://consumerstartups.substack.com/account
6,🐇 Hopper,(0.5%),Like button
6,🐇 Hopper,(0.4%),https://twitter.com/_leoluo
6,🐇 Hopper,(0.4%),https://www.linkedin.com/in/fredlalonde/
6,🐇 Hopper,(0.2%),https://www.youtube.com/watch?v=pBpXoHSVP0Y&ab_channel=AppsFlyer
7,🤖 Opportunities in generative AI,(8%),of openers clicked a link
7,🤖 Opportunities in generative AI,(2%),https://usage.ai/?utm_campaign=Substack&utm_medium=paid&utm_source=consumer-startups
7,🤖 Opportunities in generative AI,(1%),https://every.to/napkin-math/who-wins-the-ai-value-chain
7,🤖 Opportunities in generative AI,(1%),https://huggingface.co/
7,🤖 Opportunities in generative AI,(1%),https://huggingface.co/bigscience/bloom
7,🤖 Opportunities in generative AI,(1%),https://www.sequoiacap.com/article/generative-ai-a-creative-new-world/
8,🤖 Consumer AI startups,(10%),of openers clicked a link
8,🤖 Consumer AI startups,(3%),https://welco.me/
8,🤖 Consumer AI startups,(2%),https://twitter.com/AdeptAILabs/status/1570144499187453952
8,🤖 Consumer AI startups,(2%),https://lunchclub.com/
8,🤖 Consumer AI startups,(2%),https://finesse.us/
8,🤖 Consumer AI startups,(2%),https://hopper.com/
9,📈 Propel,(5%),of openers clicked a link
9,📈 Propel,(2%),https://www.joinpropel.com/
9,📈 Propel,(1%),https://bit.ly/kandidate-consumer-startups
9,📈 Propel,(0.6%),https://www.prnewswire.com/news-releases/propel-launches-platform-to-help-low-income-families-navigate-government-benefits-301333015.html
9,📈 Propel,(0.4%),https://www.linkedin.com/in/jimmychen1/
9,📈 Propel,(0.3%),Like button
10,🛫 The Future of Travel,(12%),of openers clicked a link
10,🛫 The Future of Travel,(2%),https://www.foratravel.com/
10,🛫 The Future of Travel,(2%),https://livekindred.com/
10,🛫 The Future of Travel,(2%),https://www.hellolanding.com/
10,🛫 The Future of Travel,(2%),https://www.yourfriendsareboring.com/
10,🛫 The Future of Travel,(2%),https://bit.ly/3wF4J07
11,👨‍🏫 Practice,(8%),of openers clicked a link
11,👨‍🏫 Practice,(2%),https://future.com/solo-workers-software-stack/
11,👨‍🏫 Practice,(2%),https://practice.do/
11,👨‍🏫 Practice,(2%),https://future.com/solo-workers-software-stack/?utm_source=substack&utm_medium=email
11,👨‍🏫 Practice,(2%),https://consumerstartups.substack.com/subscribe?utm_medium=email&utm_source=post&utm_content=68885785
11,👨‍🏫 Practice,(1%),https://practice.do/?utm_source=substack&utm_medium=email
12,🎨 Figma,(7%),of openers clicked a link
12,🎨 Figma,(2%),/p/-figmautm_source=substack&utm_medium=email
12,🎨 Figma,(2%),https://www.producthunt.com/posts/consumer-startups
12,🎨 Figma,(1%),https://www.producthunt.com/posts/consumer-startups?utm_source=substack&utm_medium=email
12,🎨 Figma,(1%),https://www.linkedin.com/pulse/figmas-story-part-1-my-thiel-fellowship-application-2011-dylan-field
12,🎨 Figma,(0.9%),https://bit.ly/kandidate-consumer-startups?utm_source=substack&utm_medium=email
13,🔥 Consumer Startups is LIVE on Product Hunt!!,(7%),of openers clicked a link
13,🔥 Consumer Startups is LIVE on Product Hunt!!,(7%),https://www.producthunt.com/posts/consumer-startups?utm_source=substack&utm_medium=email
14,🔥Consumer Startups is LIVE on Product Hunt!!,(4%),of openers clicked a link
14,🔥Consumer Startups is LIVE on Product Hunt!!,(4%),https://www.producthunt.com/posts/consumer-startups?utm_source=substack&utm_medium=email
15,🔥 Consumer Startups is LIVE on Product Hunt!!,(6%),of openers clicked a link
15,🔥 Consumer Startups is LIVE on Product Hunt!!,(5%),https://www.producthunt.com/posts/consumer-startups?utm_source=substack&utm_medium=email
15,🔥 Consumer Startups is LIVE on Product Hunt!!,(0.6%),https://consumerstartups.substack.com/?utm_content=share&action=share
15,🔥 Consumer Startups is LIVE on Product Hunt!!,(0.6%),/?utm_source=substack&utm_medium=email&utm_content=share&action=share
15,🔥 Consumer Startups is LIVE on Product Hunt!!,(0.3%),https://consumerstartups.substack.com/?quot%3B%2C=&quot%3Btext=&quot%3B%3A=&quot%3BShare=&utm_content=share&action=share
15,🔥 Consumer Startups is LIVE on Product Hunt!!,(0.3%),/?quot%3B%2C=&quot%3Btext=&quot%3B%3A=&quot%3BShare=&utm_source=substack&utm_medium=email&utm_content=share&action=share
16,🏘 Neighbor,(9%),of openers clicked a link
16,🏘 Neighbor,(3%),https://twitter.com/sweatystartup/status/1464693940012077057?lang=en
16,🏘 Neighbor,(3%),https://twitter.com/sweatystartup/status/1464693940012077057?lang=en&utm_source=substack&utm_medium=email
16,🏘 Neighbor,(2%),/p/-neighborutm_source=substack&utm_medium=email
16,🏘 Neighbor,(2%),https://www.neighbor.com/
16,🏘 Neighbor,(1%),https://www.neighbor.com/?utm_source=substack&utm_medium=email
17,💡 Idea validation framework,(7%),of openers clicked a link
17,💡 Idea validation framework,(2%),https://www.notion.so/leoluo/Consumer-Startups-Research-Archive-Partial-4f467eee86854703b8502f33d77ad844
17,💡 Idea validation framework,(1%),https://www.genevachat.com/
17,💡 Idea validation framework,(0.7%),https://boomy.com/
17,💡 Idea validation framework,(0.6%),https://www.withyotta.com/
17,💡 Idea validation framework,(0.5%),https://consumerstartups.substack.com/subscribe?utm_source=post&utm_medium=email&utm_source=subscribe-widget&utm_content=59985098
18,🗺 Bounce,(9%),of openers clicked a link
18,🗺 Bounce,(7%),https://usebounce.com?ref=CONSUMERSTARTUPS
18,🗺 Bounce,(0.8%),https://usebounce.com/?ref=CONSUMERSTARTUPS
18,🗺 Bounce,(0.5%),Like button
18,🗺 Bounce,(0.5%),https://levels.io/future-of-digital-nomads/
18,🗺 Bounce,(0.5%),https://www.projectuntethered.com/digital-nomad-statistics/
19,📱Blloc,(12%),of openers clicked a link
19,📱Blloc,(7%),https://blloc.com/?utm_source=newsletterpartnership&amp;utm_medium=consumerstartups&amp;utm_campaign=Newsletter-5-24-22&utm_source=substack&utm_medium=email
19,📱Blloc,(3%),https://www.youtube.com/watch?v=VVnmrUmSvqo&amp;start=111s&utm_source=substack&utm_medium=email
19,📱Blloc,(2%),https://consumerstartups.substack.com/p/superhuman-of-x?s=w
19,📱Blloc,(1%),https://read.first1000.co/p/prt2-growing-first-1000-this-newsletter?s=w
19,📱Blloc,(1%),/p/superhuman-of-x?s=w&utm_source=substack&utm_medium=email
20,🕸 Marketplaces,(9%),of openers clicked a link
20,🕸 Marketplaces,(2%),https://fabricegrinda.com/playing-with-unicorns-episode-3-how-vcs-evaluate-startups/
20,🕸 Marketplaces,(2%),https://contentfly.com/
20,🕸 Marketplaces,(2%),https://www.linkedin.com/in/fabricegrinda/
20,🕸 Marketplaces,(1%),https://advisable.com/
20,🕸 Marketplaces,(0.9%),https://www.knowde.com/?&pk_source=google&pk_medium=cpc&pk_campaign=brand&pk_content=knowde&utm_source=google&utm_medium=cpc&utm_campaign=brand&utm_content=knowde&gclid=CjwKCAiA1eKBBhBZEiwAX3gqlzvLunUuERKmoGs-Wsq8-oXe6slzrWRIxrvIwT9IkaW3X1boxv2Q3hoCSMsQAvD_BwE
21,🏌️Curated,(15%),of openers clicked a link
21,🏌️Curated,(7%),https://www.curated.com/
21,🏌️Curated,(3%),https://consumerstartups.substack.com/p/-pallet
21,🏌️Curated,(2%),https://consumerstartups.substack.com/p/-40-marketplace-and-the-next-gen?s=w
21,🏌️Curated,(2%),https://consumerstartups.substack.com/p/-41-how-to-disrupt-the-music-industry
21,🏌️Curated,(2%),https://consumerstartups.substack.com/p/-beacons
22,👨‍🎓 Protégé,(12%),of openers clicked a link
22,👨‍🎓 Protégé,(5%),https://twitter.com/jesskah/status/1504962542929530880
22,👨‍🎓 Protégé,(4%),https://twitter.com/tatemcrae/status/1471944725372583937
22,👨‍🎓 Protégé,(4%),https://www.protege.com/tate
22,👨‍🎓 Protégé,(4%),https://www.protege.com/
22,👨‍🎓 Protégé,(1%),https://www.joinskillful.com/
23,🦸Superhuman of x,(15%),of openers clicked a link
23,🦸Superhuman of x,(9%),https://twitter.com/toddg777/status/1146166377046142981
23,🦸Superhuman of x,(3%),https://cron.com/
23,🦸Superhuman of x,(2%),https://www.nfx.com/post/superhuman-product-frameworks/
23,🦸Superhuman of x,(0.9%),https://hyper.is/
23,🦸Superhuman of x,(0.8%),https://linear.app/
24,🏧 The future of neobanks,(6%),of openers clicked a link
24,🏧 The future of neobanks,(1%),https://www.unit.co/
24,🏧 The future of neobanks,(0.9%),https://www.earncheese.com/
24,🏧 The future of neobanks,(0.8%),https://fintechruminations.substack.com/p/a-neobank-stack?utm_source=url&s=r
24,🏧 The future of neobanks,(0.7%),https://www.alloy.com/
24,🏧 The future of neobanks,(0.6%),Like button
25,💸 Fractional Investing,(7%),of openers clicked a link
25,💸 Fractional Investing,(2%),https://fractional.app/
25,💸 Fractional Investing,(1%),https://alts.co/?utm_source=newslettersponsorship&utm_medium=first1000&utm_campaign=december
25,💸 Fractional Investing,(1%),https://www.withotis.com/
25,💸 Fractional Investing,(0.7%),https://www.linkedin.com/in/natalie-dillon/
25,💸 Fractional Investing,(0.7%),https://www.linkedin.com/in/stefanvonimhof/details/experience/
